#Name, Date, RaDeg, DecDeg, AlertMag, HistoricMag, HistoricStdDev, Class, Published, Comment
Gaia16bjd,2016-09-06 21:39:22,14.04790,-46.74329,19.25,,,"unknown",2016-09-21 14:53:32,"slowly rising blue transient near galaxy GALEXASC J005611.41-464436.5"
Gaia16bjc,2016-09-18 23:19:32,35.34279,-42.34428,18.95,,,"unknown",2016-09-21 14:52:04,"transient near galaxy LCRS B021923.3-423418"
Gaia16bjb,2016-08-27 11:10:33,36.88323,-43.47728,18.49,,,"unknown",2016-09-21 14:50:42,"declining blue transient near galaxy ESO 246- G 012"
Gaia16bja,2016-09-19 17:40:43,261.76617,16.40120,17.68,,,"unknown",2016-09-21 14:49:06,"blue transient transient near galaxy CGCG 111-037"
Gaia16biz,2016-09-20 05:34:16,269.16864,12.33888,18.11,,,"unknown",2016-09-21 14:47:18,"candidate SN near GALEXASC J175640.53+122019.7, GS-TEC predicts SN Ia "
Gaia16biy,2016-09-20 05:25:38,275.73589,5.25947,18.94,,,"unknown",2016-09-21 14:45:34,"candidate CV, hostless blue transient near Galactic plane"
Gaia16bix,2016-09-19 11:08:32,285.78946,-9.92098,17.59,,,"unknown",2016-09-21 14:43:07,"candidate CV, hostless blue transient rising near Galactic plane"
Gaia16biw,2016-09-18 20:59:28,145.85302,40.34063,19.00,,,"unknown",2016-09-21 14:41:51,"blue transient near galaxy SDSS J094324.59+402022.8"
Gaia16biv,2016-09-19 03:18:46,127.38785,29.98212,18.74,,,"unknown",2016-09-21 14:40:31,"candidate SN near galaxy 2MASX J08293296+2958513, GS-TEC predicts SN Ia"
Gaia16biu,2016-09-19 05:06:53,286.16319,-11.62382,18.58,,,"unknown",2016-09-21 14:39:01,"candidate CV, hostless blue transient near Galactic plane"
Gaia16bit,2016-09-20 01:28:38,132.85437,30.64825,18.33,,,"unknown",2016-09-21 14:37:36,"candidate SN near galaxy SDSS J085125.25+303853.8, GS-TEC predicts SN Ia"
Gaia16bis,2016-09-19 21:34:21,117.36668,19.08115,16.53,,,"CV",2016-09-21 14:35:45,"known CV in outburst, bright blue transient, aka SDSS J074928.01+190452.1"
Gaia16bir,2016-09-18 22:52:01,297.26857,-23.54789,18.06,,,"unknown",2016-09-20 09:37:37,"hostless blue transient"
Gaia16biq,2016-09-18 11:23:46,270.02465,0.44854,18.90,,,"unknown",2016-09-20 09:36:22,"transient on very faint smudge in SDSS"
Gaia16bip,2016-09-19 11:04:54,288.38167,-12.95786,17.02,,,"unknown",2016-09-20 09:35:05,"candidate CV (or SN?), blue bright hostless transient"
Gaia16bio,2016-09-18 11:09:39,280.92366,-10.90200,18.73,,,"unknown",2016-09-20 09:33:38,"transient in Galactic plane"
Gaia16bin,2016-09-18 03:04:05,139.19440,39.21740,19.02,,,"unknown",2016-09-20 09:32:36,"rising transient 16 arcsecs from galaxy 2MASX J09164520+3913024"
Gaia16bim,2016-09-18 21:35:16,113.76236,20.42532,18.72,,,"unknown",2016-09-20 09:31:08,"blue transient near UV source GALEXASC J073503.07+202531.5 with no history of variability in CRTS"
Gaia16bil,2016-09-17 16:44:11,64.76895,-21.56487,18.20,,,"unknown",2016-09-19 13:23:31,"candidate SN or CV, blue transient near GALEXMSC J041904.45-213352.6"
Gaia16bik,2016-09-17 23:04:58,282.66101,-15.53560,18.46,,,"unknown",2016-09-19 13:22:01,"candidate CV, hostless blue transient"
Gaia16bij,2016-09-17 23:23:34,268.43422,-0.43503,18.95,,,"unknown",2016-09-19 13:20:51,"candidate SN near galaxy 2MFGC 14101, GS-TEC predicts SN Ia"
Gaia16bii,2016-09-17 16:59:22,286.34546,-20.30812,18.44,,,"unknown",2016-09-19 13:19:22,"candidate CV, blue hostless transient"
Gaia16bih,2016-09-16 17:10:37,273.31946,-13.29409,17.31,16.52,0.08,"unknown",2016-09-19 13:17:37,"red star slowly declining in brightness (>0.8 mag)"
Gaia16big,2016-09-17 06:25:29,304.48564,-34.91376,18.91,,,"unknown",2016-09-19 13:16:16,"blue transient near galaxy 2MASX J20175657-3454530"
Gaia16bif,2016-09-16 10:31:34,310.48858,-40.47235,18.81,,,"unknown",2016-09-19 12:00:54,"blue transient near galaxy 2MASX J20415768-4028202"
Gaia16bie,2016-09-17 03:42:35,102.91325,19.81722,18.55,,,"unknown",2016-09-19 11:59:30,"blue transient near galaxy 2MASX J06513889+1949023"
Gaia16bid,2016-09-17 00:02:04,233.29238,27.88482,18.56,,,"unknown",2016-09-19 11:58:07,"blue transient near galaxy SDSS J153310.08+275307.9"
Gaia16bic,2016-09-17 07:31:55,122.55712,33.95713,18.00,,,"SN II",2016-09-19 11:55:11,"candidate SN in grand design spiral galaxy NGC 2532"
Gaia16bib,2016-09-16 15:33:17,108.12217,26.73114,18.53,,,"unknown",2016-09-19 11:53:02,"blue transient 11 arcsecs from galaxy CGCG 116-031"
Gaia16bia,2016-09-16 19:48:09,107.59738,25.53383,18.03,,,"unknown",2016-09-19 11:51:47,"candidate CV, blue hostless transient"
Gaia16bhz,2016-09-15 20:56:14,143.92394,45.83037,18.99,,,"unknown",2016-09-19 11:50:25,"candidate SN near galaxy SDSS J093541.88+454947.4"
Gaia16bhy,2016-09-17 09:05:35,135.74202,40.00174,17.75,,,"unknown",2016-09-19 11:48:35,"candidate SN near galaxy 2MASX J09025813+4000023 "
Gaia16bhx,2016-09-16 05:08:03,273.29006,-16.32361,18.92,17.20,0.14,"unknown",2016-09-17 23:38:29,"> 1 mag decline in brightness in YSO candidate 2MASS J18130961-1619250"
Gaia16bhw,2016-09-15 22:18:52,326.39151,-46.14261,17.97,,,"unknown",2016-09-17 23:36:24,"blue hostless transient"
Gaia16bhv,2016-09-16 08:54:12,63.13310,-16.57881,18.63,,,"unknown",2016-09-17 23:34:18,"blue transient near galaxy APMUKS(BJ) B041016.06-164223.2"
Gaia16bhu,2016-09-16 05:35:43,252.08867,6.27084,18.32,,,"SN Ia pec",2016-09-17 23:32:18,"confirmed SN near smudge in DSS"
Gaia16bht,2016-09-16 00:12:19,220.63504,33.74317,17.70,,,"unknown",2016-09-17 23:28:27,"blue transient near galaxy MCG+06-32-087"
Gaia16bhs,2016-08-17 01:52:47,241.05978,16.69017,17.41,,,"SN Ia",2016-09-17 23:26:25,"confirmed SN Ia near galaxy LEDA 1514680"
Gaia16bhr,2016-09-14 03:31:15,101.41750,33.99848,18.96,,,"unknown",2016-09-17 23:23:44,"transient near smudge in DSS"
Gaia16bhq,2016-09-16 01:28:34,122.46121,38.10792,18.88,,,"unknown",2016-09-17 23:21:16,"transient near galaxy SDSS J080950.80+380625.0"
Gaia16bhp,2016-09-16 03:18:55,118.94977,35.93097,18.95,,,"unknown",2016-09-17 23:19:29,"blue transient near galaxy SDSS J075548.06+355551.1"
Gaia16bho,2016-09-15 09:28:35,107.92256,32.43242,18.74,,,"unknown",2016-09-17 23:16:48,"blue transient near GALEXASC J071141.31+322557.5"
Gaia16bhn,2016-09-13 10:48:03,280.05219,-36.94722,18.84,,,"unknown",2016-09-17 18:59:05,"transient on smudge in DSS"
Gaia16bhm,2016-09-14 16:11:41,334.81749,-49.26638,18.77,,,"unknown",2016-09-17 18:56:19,"candidate SN, hostless, GS-TEC predicts SN Ia"
Gaia16bhl,2016-09-14 04:52:50,278.55392,-31.82437,18.59,,,"unknown",2016-09-17 18:50:10,"blue hostless transient"
Gaia16bhk,2016-09-14 20:24:57,76.31250,6.28550,16.75,,,"unknown",2016-09-17 18:47:30,"candidate CV, bright blue hostless transient"
Gaia16bhj,2016-09-15 02:42:21,66.76358,-6.17340,17.33,,,"SN Ia",2016-09-17 18:42:46,"candidate SN near galaxy MCG -01-12-008, GS-TEC predicts SN Ia"
Gaia16bhi,2016-09-09 16:36:49,276.24757,-52.63168,18.30,,,"unknown",2016-09-16 12:46:16,"blue transient 30 arcsecs from 9th mag star "
Gaia16bhh,2016-09-14 04:26:46,65.22267,-3.16076,17.53,,,"unknown",2016-09-15 13:09:10,"blue transient near galaxy 2MASX J04205324-0309429"
Gaia16bhg,2016-09-14 08:42:19,64.46023,-4.79509,17.07,,,"unknown",2016-09-15 13:06:39,"blue transient 25 arcsec from galaxy 2MASX J04174889-0447331"
Gaia16bhf,2016-09-13 15:26:43,103.62369,37.89268,18.60,,,"unknown",2016-09-15 13:03:11,"blue transient near galaxy 2MASX J06542973+3753255"
Gaia16bhe,2016-09-12 22:52:01,273.84224,-35.03383,18.58,18.00,0.03,"unknown",2016-09-15 12:58:25,"source dims ~0.8 mags"
Gaia16bhd,2016-09-12 21:09:57,43.19977,-22.32371,18.77,20.12,0.29,"unknown",2016-09-15 12:53:36,"quasar 3FGL J0252.8-2218 brightens by >1 mag"
Gaia16bhc,2016-09-13 10:46:18,282.32229,-37.85482,18.42,,,"unknown",2016-09-15 12:46:49,"candidate SN near galaxy 6dFGS gJ184917.4-375124 GS-TEC predicts SN Ia"
Gaia16bhb,2016-09-12 22:11:54,331.06633,-52.63424,18.38,,,"unknown",2016-09-15 12:42:21,"blue transient near galaxy APMUKS(BJ) B220059.04-525237.2"
Gaia16bha,2016-09-13 08:57:35,52.18732,-13.86891,17.56,,,"unknown",2016-09-15 12:38:54,"candidate SN near galaxy GALEXASC J032844.54-135209.3"
Gaia16bgz,2016-09-13 09:10:40,43.75985,-23.16243,18.63,,,"unknown",2016-09-15 12:33:38,"transient near galaxy 2MASX J02550244-2309433"
Gaia16bgy,2016-09-12 17:11:51,31.58242,-33.13944,18.17,,,"unknown",2016-09-15 12:26:35,"rising transient near low surface brightness galaxy ESO 354-35"
Gaia16bgx,2016-09-12 23:25:02,247.59507,-7.30604,18.90,,,"unknown",2016-09-15 12:23:35,"transient ~0.5 arcsec from Radio source PMN J1630-0718"
Gaia16bgw,2016-09-13 13:38:03,105.27074,39.44217,18.27,,,"unknown",2016-09-15 12:16:21,"candidate SN near galaxy 2MASX J07010519+3926251 GS-TEC predicts SN Ia"
Gaia16bgv,2016-09-12 16:12:02,330.32725,-53.34494,20.43,19.37,0.15,"unknown",2016-09-15 11:47:45,"long term decline in brightness of source near galaxy, possible old SN"
Gaia16bgu,2016-09-12 05:05:19,258.57372,-25.70445,18.62,19.77,0.09,"unknown",2016-09-15 11:35:52,"source brightens by ~1.3 mags, possible CV"
Gaia16bgt,2016-09-12 02:26:04,182.84219,48.53530,17.31,,,"unknown",2016-09-14 16:57:47,"candidate SN near galaxy Mrk 200"
Gaia16bgs,2016-09-12 08:55:34,138.27014,53.02945,18.90,19.27,0.07,"unknown",2016-09-14 16:54:09,"rise in blue source, possible QSO"
Gaia16bgr,2016-09-11 16:57:11,263.48565,-33.16386,19.16,17.99,0.21,"unknown",2016-09-14 11:41:14,"long term decline in brightness in YSO candidate 2MASS J17335655-3309499"
Gaia16bgq,2016-09-11 13:46:59,89.68946,39.25922,15.27,18.73,0.09,"unknown",2016-09-14 11:38:08,"source brightens by ~3.5 mags: Cataclysmic Variable USNO-B1.0 1292-00151637"
Gaia16bgp,2016-09-11 10:46:49,272.53497,-41.82974,17.16,,,"unknown",2016-09-14 11:32:54,"blue, hostless transient"
Gaia16bgo,2016-09-10 22:33:59,287.17865,-51.04453,18.48,,,"unknown",2016-09-14 11:26:22,"transient near galaxy NGC 6754A"
Gaia16bgn,2016-09-11 04:09:12,332.87688,-56.32686,18.35,,,"unknown",2016-09-14 11:17:52,"transient near galaxy 6dFGS gJ221130.6-561940"
Gaia16bgm,2016-09-10 22:47:28,269.13438,-42.49754,18.33,,,"unknown",2016-09-14 11:15:29,"blue, hostless transient"
Gaia16bgl,2016-08-15 10:36:43,51.42426,-3.14177,18.00,,,"unknown",2016-09-14 11:03:22,"declining transient near galaxy 2MASX J03254290-0308387"
Gaia16bgk,2016-09-11 16:21:53,310.16636,-54.31064,14.15,,,"unknown",2016-09-14 10:57:31,"candidate SN in NGC 6942 GS-TEC predicts SN Ia"
Gaia16bgj,2016-09-11 10:45:20,274.43434,-42.73881,18.62,,,"unknown",2016-09-14 10:54:04,"candidate SN near galaxy 2MASX J18174407-4244225 GS-TEC predicts SN Ia"
Gaia16bgi,2016-09-11 03:06:29,118.72878,53.84680,17.87,,,"unknown",2016-09-14 10:48:30,"transient near galaxy NVSS J075454+535046"
Gaia16bgh,2016-08-12 05:44:21,235.56748,-9.62161,18.54,,,"unknown",2016-09-14 10:42:35,"transient near galaxy LEDA 91469"
Gaia16bgg,2016-08-19 02:55:44,44.02418,-14.18868,16.71,,,"unknown",2016-09-14 10:38:49,"bright blue transient near galaxy IC 272"
Gaia16bgf,2016-09-10 16:10:58,328.62451,-57.66200,18.60,,,"unknown",2016-09-14 10:34:15,"blue transient near galaxy 6dFGS gJ215429.6-573936"
Gaia16bge,2016-09-10 10:30:59,50.97069,-0.55509,18.01,,,"unknown",2016-09-14 10:28:40,"blue transient near galaxy KUG 0321-007 "
Gaia16bgd,2016-09-10 16:21:14,308.16445,-56.97687,18.27,,,"unknown",2016-09-13 23:24:26,"candidate CV, hostless blue transient"
Gaia16bgc,2016-09-10 19:11:52,130.62622,56.81735,18.65,,,"unknown",2016-09-13 23:19:49,"candidate SN in galaxy SDSS J084230.11+564902.9 GS-TEC predicts SN II-P"
Gaia16bgb,2016-09-09 09:13:53,101.98312,55.61132,18.34,,,"unknown",2016-09-13 23:17:23,"candidate SN (rising) near very faint smudge in DSS, GS-TEC predicts SN Ia at t=-8.0"
Gaia16bga,2016-09-09 10:57:58,251.49923,-36.21743,18.39,,,"unknown",2016-09-13 23:15:51,"candidate SN (declining) near faint smudge in DSS, GS-TEC predicts SN Ia at t=+3"
Gaia16bfz,2016-09-09 21:01:40,122.88456,58.45148,18.73,,,"unknown",2016-09-13 23:13:17,"candidate SN near GALEXASC J081131.68+582711.4"
Gaia16bfy,2016-09-09 10:13:56,319.84454,-61.01307,18.53,,,"unknown",2016-09-13 11:23:03,"transient near galaxy 2MASX J21192302-6100485 "
Gaia16bfx,2016-09-09 04:42:02,42.25918,-8.48820,17.76,,,"unknown",2016-09-13 09:55:07,"CV or SN ? Bright blue transient on very faint smudge in SDSS, GS-TEC predicts SN Ia at t=2 days"
Gaia16bfw,2016-09-09 17:51:57,220.18548,14.36626,16.74,,,"unknown",2016-09-13 09:15:04,"Candidate SN in edge-on galaxy FGC 1792, GS-TEC predicts SN Ia at t=1.0"
Gaia16bfv,2016-09-08 19:07:04,135.74379,62.64942,18.76,,,"unknown",2016-09-12 20:44:29,"transient in galaxy SDSS J090258.40+623856.1"
Gaia16bfu,2016-09-07 23:11:59,24.86005,-34.01200,18.81,,,"unknown",2016-09-09 13:53:52,"transient near galaxy 6dFGS gJ013926.2-340042"
Gaia16bft,2016-09-06 20:10:30,53.13751,31.03934,17.88,16.34,0.23,"unknown",2016-09-09 13:51:43,"1.5mag dip in a young stellar object"
Gaia16bfs,2016-09-06 15:56:28,354.65598,-61.20871,18.68,,,"unknown",2016-09-09 13:48:29,"candidate SN near smudge in DSS GS-TEC predicts SN Ia"
Gaia16bfr,2016-09-06 22:14:56,310.23814,-68.59479,18.84,,,"unknown",2016-09-09 13:45:56,"candidate SN"
Gaia16bfq,2016-08-24 04:45:36,31.52946,-20.48137,18.06,,,"unknown",2016-09-09 13:42:53,"blue transient near galaxy 6dFGS gJ020607.1-202857"
Gaia16bfp,2016-09-06 06:42:59,180.55828,59.34302,17.92,,,"unknown",2016-09-09 13:38:30,"candidate SN near galaxy SDSS J120213.98+592034.1"
Gaia16bfo,2016-09-05 07:22:09,88.21644,69.77658,18.13,19.88,0.74,"unknown",2016-09-09 13:35:14,"source brightens by ~1.8 mags, possible CV"
Gaia16bfn,2016-09-05 16:10:46,320.15730,-71.69292,18.85,,,"unknown",2016-09-08 13:05:03,"candidate SN, near galaxy 2MASX J21203728-7141345 GS-TEC predicts SN Ia"
Gaia16bfm,2016-08-18 01:20:25,213.99583,2.71037,19.38,,,"unknown",2016-09-08 13:02:47,"rising transient near galaxy SDSS J141558.82+024237.0"
Gaia16bfl,2016-09-05 12:55:16,162.67480,68.71463,18.58,,,"unknown",2016-09-08 13:00:22,"blue transient near galaxy MCG+12-10-083"
Gaia16bfk,2016-09-05 11:53:21,210.77011,16.73122,18.69,,,"unknown",2016-09-08 12:55:44,"candidate SN near galaxy 2MASX J14030566+1643509"
Gaia16bfj,2016-09-05 22:30:10,262.82603,-65.14033,18.45,,,"unknown",2016-09-08 12:51:51,"blue transient"
Gaia16bfi,2016-09-04 10:30:04,249.27954,-67.61520,18.12,,,"unknown",2016-09-06 13:36:40,"blue hostless rising transient"
Gaia16bfh,2016-09-04 11:10:06,220.47524,-26.81469,18.87,,,"unknown",2016-09-06 13:33:30,"blue transient near faint smudge in DSS, GS-TEC predicts SN Ia"
Gaia16bfg,2016-09-04 16:59:14,225.57957,-38.31964,16.19,,,"unknown",2016-09-06 13:31:33,"candidate CV, bright hostless and blue transient"
Gaia16bff,2016-09-04 12:39:53,188.07800,59.98016,18.51,,,"unknown",2016-09-06 13:28:57,"candidate SN near galaxy SDSS J123217.79+595849.1"
Gaia16bfe,2016-09-04 04:32:51,241.61983,-65.48146,18.01,,,"unknown",2016-09-05 13:40:42,"candidate hostless SN, GS-TEC predicts SN Ia"
Gaia16bfd,2016-09-03 13:55:36,42.42815,46.57684,18.32,,,"SN Ia",2016-09-05 11:46:11,"confirmed SN Ia in spiral arm of galaxy CGCG 554-007"
Gaia16bfc,2016-09-03 14:00:20,40.97949,42.36914,18.46,,,"unknown",2016-09-05 11:23:18,"red transient 2 arcsec from centre of edge-on galaxy 2MASX J02435527+4222085"
Gaia16bfb,2016-09-03 13:16:51,85.87115,77.34016,16.80,,,"unknown",2016-09-05 11:21:11,"candidate CV, bright blue hostless transient"
Gaia16bfa,2016-09-02 16:31:34,227.35323,-67.43483,18.98,19.53,0.05,"unknown",2016-09-05 11:03:06,">0.5 mag brightening in uncatalogued faint DSS source"
Gaia16bez,2016-09-02 16:09:43,320.95713,-81.91535,18.40,,,"unknown",2016-09-05 10:42:56,"candidate SN, GS-TEC predicts SN II-P around t=0"
Gaia16bey,2016-09-02 22:57:19,216.85588,-39.80152,18.86,,,"unknown",2016-09-05 10:41:29,"blue hostless transient"
Gaia16bex,2016-09-02 11:03:09,213.30572,-33.15757,18.96,,,"unknown",2016-09-04 21:03:23,"candidate AGN, possible brightening of UV source GALEXASC J141313.54-330925.8"
Gaia16bew,2016-09-01 23:05:05,210.71630,-30.61646,16.80,,,"unknown",2016-09-04 21:01:27,"candidate bright SN near GALEXASC J140251.91-303700.7 GS-TEC predicts SN Ia"
Gaia16bev,2016-09-01 16:53:10,211.00087,-43.30486,18.16,,,"unknown",2016-09-04 20:59:35,"blue hostless transient"
Gaia16beu,2016-09-01 15:45:59,20.02546,-61.91854,18.75,,,"unknown",2016-09-04 20:24:45,"candidate SN, hostless"
Gaia16bet,2016-09-01 22:43:32,27.33049,-11.13367,18.45,,,"unknown",2016-09-04 20:22:34,"blue transient close to GALEXASC J014919.31-110804.1"
Gaia16bes,2016-09-02 01:49:56,34.73026,52.00086,18.29,,,"unknown",2016-09-04 20:18:04,"blue hostless transient GS-TEC predicts SN Ia"
Gaia16ber,2016-09-01 20:20:23,29.68213,24.02027,14.59,,,"unknown",2016-09-04 20:15:17,"bright hostless transient"
Gaia16beq,2016-09-01 02:27:09,26.79050,17.25551,18.52,19.56,0.23,"unknown",2016-09-04 16:44:18,"Cataclysmic Binary Candidate CRTS CSS091213 J014710+171520 brightens >1 mag"
Gaia16bep,2016-09-01 05:17:49,207.02921,-16.25675,18.88,,,"unknown",2016-09-04 16:42:00,"candidate SN"
Gaia16beo,2016-08-31 23:00:32,206.80342,-34.45145,18.36,,,"unknown",2016-09-04 16:39:53,"candidate SN near galaxy 2MASX J13471269-3427070 GS-TEC predicts SN Ia"
Gaia16ben,2016-08-31 22:48:31,207.22547,-47.56605,18.59,,,"unknown",2016-09-04 16:38:21,"hostless transient"
Gaia16bem,2016-08-19 23:29:19,206.89008,2.88896,18.74,,,"unknown",2016-09-04 16:36:16,"rising blue transient near galaxy SDSS J134733.56+025318.3"
Gaia16bel,2016-08-31 20:41:55,26.10474,2.86527,18.98,,,"unknown",2016-09-04 16:33:59,"blue transient near SDSS galaxy (group?)"
Gaia16bek,2016-08-31 18:45:08,204.69575,69.45282,18.52,,,"unknown",2016-09-04 16:31:09,"blue transient near blob in DSS2"
Gaia16bej,2016-09-01 12:38:16,200.72656,62.51358,18.15,,,"unknown",2016-09-04 16:29:24,"blue transient near galaxy SDSS J132254.51+623050.6"
Gaia16bei,2016-09-01 01:43:13,28.66590,57.89755,16.98,,,"unknown",2016-09-04 16:27:21,"blue transient near faint smudge in DSS"
Gaia16beh,2016-08-31 15:29:36,25.96806,57.77039,18.69,,,"unknown",2016-09-04 16:24:47,"hostless blue transient"
Gaia16beg,2016-09-01 01:55:04,28.14396,47.08102,18.52,,,"unknown",2016-09-04 16:18:26,"hostless blue transient"
Gaia16bef,2016-08-30 23:09:25,203.66082,-23.68151,15.21,,,"unknown",2016-09-04 13:08:45,"confirmed SN Ia, found by ASAS: SN 2016eiy"
Gaia16bee,2016-08-31 10:27:15,202.94102,-70.42691,18.91,,,"unknown",2016-09-04 13:06:26,"candidate CV, hostless blue transient on the rise"
Gaia16bed,2016-08-30 04:30:38,191.86767,-64.20738,19.12,19.61,0.05,"unknown",2016-09-04 13:03:24,"source brightens by ~0.5 mags"
Gaia16bec,2016-08-29 22:36:47,193.28231,-57.05695,17.70,16.45,0.09,"unknown",2016-09-04 13:00:57,"source dims by ~2 mags"
Gaia16beb,2016-08-30 05:05:46,200.61958,-26.38196,18.92,,,"unknown",2016-09-04 07:29:03,"candidate SN near GALEXASC J132228.64-262259.0"
Gaia16bea,2016-08-11 18:50:51,202.04751,-27.17656,17.53,,,"unknown",2016-09-04 07:26:13,"candidate SN, declining transient near cluster galaxy 6dFGS gJ132812.4-271037"
Gaia16bdz,2016-08-29 21:41:00,34.37236,-59.85652,16.86,,,"unknown",2016-09-04 07:22:21,"candidate SN near two galaxies, GS-TEC predicts SN Ia, also seen in Master"
Gaia16bdy,2016-08-30 09:51:51,36.93808,-71.12809,18.59,,,"unknown",2016-09-04 07:15:58,"candidate SN near GALEXASC J022744.99-710742.3"
Gaia16bdx,2016-08-30 11:26:57,203.75045,-4.81775,18.63,,,"unknown",2016-09-04 07:14:10,"candidate SN near GALEXASC J133500.44-044902.8"
Gaia16bdw,2016-08-26 10:23:35,161.12257,-59.20773,19.80,18.41,0.20,"unknown",2016-09-04 07:07:15,"slow rise then decline in YSO 2MASS J10442941-5912277 of >2 mags over 700 days "
Gaia16bdv,2016-08-29 10:28:34,184.38809,-64.54225,17.95,18.56,0.09,"unknown",2016-09-03 20:32:05,"old source brightens by ~0.6 mags"
Gaia16bdu,2016-08-29 11:00:27,197.61915,-30.81580,17.46,,,"unknown",2016-09-03 20:30:23,"transient near galaxy 6dFGS gJ131028.5-304857 GS-TEC predicts SN Ia"
Gaia16bdt,2016-08-29 09:18:16,28.81637,-36.29757,18.34,,,"unknown",2016-09-03 20:29:04,"candidate SN near galaxy GALEXASC J015516.01-361753.0 "
Gaia16bds,2016-08-20 22:22:28,23.09415,-1.17167,18.94,,,"unknown",2016-09-03 20:26:52,"brightening blue transient"
Gaia16bdr,2016-08-29 00:44:01,228.16277,67.97646,18.46,,,"unknown",2016-09-03 20:25:37,"blue transient GS-TEC predicts SN IIp"
Gaia16bdq,2016-08-28 14:16:08,218.90751,55.76965,18.73,,,"unknown",2016-09-03 20:24:11,"blue transient near galaxy UGC 9404 "
Gaia16bdp,2016-08-27 16:32:48,177.22833,-55.10045,18.57,19.20,0.09,"unknown",2016-09-03 20:22:34,"source brightens by ~0.6 mags"
Gaia16bdo,2016-08-29 10:33:12,187.54169,-59.59084,18.46,,,"unknown",2016-09-03 13:22:41,"hostless blue transient"
Gaia16bdn,2016-08-29 11:18:32,200.85120,-12.10560,18.29,,,"unknown",2016-09-03 13:20:23,"candidate SN near galaxy LCRS B132045.6-115045"
Gaia16bdm,2016-07-31 00:10:49,139.00068,-72.57030,19.50,,,"unknown",2016-09-03 11:53:08,"brightening blue transient near galaxy ESO 61-5, candidate SN"
Gaia16bdl,2016-08-26 21:29:16,356.09251,50.63358,18.21,,,"unknown",2016-09-03 11:49:26,"blue hostless transient"
Gaia16bdk,2016-08-28 10:46:59,189.88963,-42.91497,18.84,,,"unknown",2016-09-03 11:46:56,"blue hostless transient, candidate CV"
Gaia16bdj,2016-08-28 04:42:45,186.89059,-46.69858,17.48,,,"unknown",2016-09-03 11:44:29,"blue hostless transient, candidate CV"
Gaia16bdi,2016-08-28 04:14:21,149.85218,-73.25635,18.75,,,"unknown",2016-09-03 11:41:43,"candidate hostless SN, GS-TEC predicts SN Ia"
Gaia16bdh,2016-08-28 09:47:08,51.95254,-66.19789,18.71,,,"unknown",2016-09-03 11:39:04,"candidate SN close to galaxy CSRG 0261, GS-TEC predicts SN Ia"
